0,1,1,1,2,2,2,3,3,3
0,1,1,2,1,1,2,1,1,2
0,1,1,2,3,3,4,5,5,6
hour,HPHtgLd_W,HPClgLd_W,HPHtgLd_W,HPHtgLd_W,HPClgLd_W,HPHtgLd_W,HPHtgLd_W,HPClgLd_W,HPHtgLd_W
1,50000,0,20000,30000,0,25000,20000,0,10000
2,50000,0,20000,30000,0,25000,20000,0,10000
3,50000,0,20000,30000,0,25000,20000,0,10000
4,50000,0,20000,30000,0,25000,20000,0,10000
5,50000,0,20000,30000,0,25000,20000,0,10000
6,50000,0,20000,30000,0,25000,20000,0,10000
7,50000,0,20000,30000,0,25000,20000,0,10000
8,50000,0,20000,30000,0,25000,20000,0,10000
9,50000,0,20000,30000,0,25000,20000,0,10000
10,50000,0,20000,30000,0,25000,20000,0,10000
11,50000,0,20000,30000,0,25000,20000,0,10000
12,50000,0,20000,30000,0,25000,20000,0,10000
13,50000,0,20000,30000,0,25000,20000,0,10000
14,50000,0,20000,30000,0,25000,20000,0,10000
15,50000,0,20000,30000,0,25000,20000,0,10000
16,50000,0,20000,30000,0,25000,20000,0,10000
17,50000,0,20000,30000,0,25000,20000,0,10000
18,50000,0,20000,30000,0,25000,20000,0,10000
19,50000,0,20000,30000,0,25000,20000,0,10000
20,50000,0,20000,30000,0,25000,20000,0,10000
21,50000,0,20000,30000,0,25000,20000,0,10000
22,50000,0,20000,30000,0,25000,20000,0,10000
23,50000,0,20000,30000,0,25000,20000,0,10000
24,50000,0,20000,30000,0,25000,20000,0,10000
25,50000,0,20000,30000,0,25000,20000,0,10000
26,50000,0,20000,30000,0,25000,20000,0,10000
27,50000,0,20000,30000,0,25000,20000,0,10000
28,50000,0,20000,30000,0,25000,20000,0,10000
29,50000,0,20000,30000,0,25000,20000,0,10000
30,50000,0,20000,30000,0,25000,20000,0,10000
31,50000,0,20000,30000,0,25000,20000,0,10000
32,50000,0,20000,30000,0,25000,20000,0,10000
33,50000,0,20000,30000,0,25000,20000,0,10000
34,50000,0,20000,30000,0,25000,20000,0,10000
35,50000,0,20000,30000,0,25000,20000,0,10000
36,50000,0,20000,30000,0,25000,20000,0,10000
37,50000,0,20000,30000,0,25000,20000,0,10000
38,50000,0,20000,30000,0,25000,20000,0,10000
39,50000,0,20000,30000,0,25000,20000,0,10000
40,50000,0,20000,30000,0,25000,20000,0,10000
41,50000,0,20000,30000,0,25000,20000,0,10000
42,50000,0,20000,30000,0,25000,20000,0,10000
43,50000,0,20000,30000,0,25000,20000,0,10000
44,50000,0,20000,30000,0,25000,20000,0,10000
45,50000,0,20000,30000,0,25000,20000,0,10000
46,50000,0,20000,30000,0,25000,20000,0,10000
47,50000,0,20000,30000,0,25000,20000,0,10000
48,50000,0,20000,30000,0,25000,20000,0,10000
